document_name,sentence,label
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,The policies of the Regional Strategy Plan have been prepared on the basis of a total catchment approach to water resource conservation.,other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"飩?Require the long term restructuring of land holdings within some of the existing subdivisions, where these areas are inappropriately subdivided having regard for local environmental,servicingandlandscapeconsiderations.",other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,HealesvilleSanctuary; S Hv3 Coranderrk &surrounds RA 6.,other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,SCHEDULE THREE SITES OF NATURAL SIGNIFICANCE 1.,component
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"This is most apparent in the western parts of Mooroolbark, Kilsyth and ChirnsidePark.",other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"18.08 Works and undertakings associated with the supply of electricity In addition to any other requirement of the Regional Strategy Plan, electricity supply authorities must consult withtherelevant local Council duringtheplanningoftheworks and undertakings of the type or in the areas specified below, and must have regard to any requirements of that Council and must ensure that the works or undertakings are in conformitywiththeRegional StrategyPlan: 飩?All works and undertakings associated with the keeping of electricity lines and assets clear of trees and other vegetation, unless such works are low voltage supply improvements and/or extensions (both over-head lines and underground cable); 飩?Maintenance programs for routine tree trimming and removal must be in accordance with the 鈥楥ode of Practice for Tree Clearing鈥? and where necessary, special attention (in accordance with the Code of Practice) must be given to 83 REGIONALSTRATEGYPLAN - SERVICENETWORKS botanically, historically or aesthetically significant stands of trees, and to trees within or adjacent to National Trust of Australia (Victoria) 鈥榗lassified鈥?or 鈥榬ecorded鈥檒andscapes.",authority
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Pauls Range Disturbedvegetationnot well represented withinexistingreserves.,other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,the S.W of Black Springs Road.,other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"At the same time, there is a need to more adequately refinetheways bywhichtherisk ofwildfireis identified.",other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,The Regional Strategy Plan promotes the need to develop a sustainable economy.,other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,All land within the municipal district of the Shire of Yarra Ranges.,other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Policies for Land Use and Management in Landscape Living Policy Areas 4.04 Land use Land uses must be compatible with the regional goals for Landscape Living Policy Areas andtheprimarypurposeforeachLandscapeLivingPolicyArea.,other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"In recognition of the difficulties of justifying conventional public transport services in sparsely populated areas, they also encourage the development of demand/response services and other measures for improving access to services and facilities formoreoftheRegion's residents.",other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"REGIONALSTRATEGYPLAN - PUBLICLANDPOLICIES 6.05 Management of Public Land Public Land must be used and managed in accordance with State Planning Policies for the Region, recommendations of the Land Conservation Council which have been adopted by Government, and in a manner which is consistent with the Regional Objectives forPublicLand.",other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"Maintaining clearance between trees and other vegetation and powerlines is necessary for public safety, and the manner in which that is achieved must recognise not only the costs, but also the alternatives tothemethodofprovidingpowerinthat location,bearing in mind the long term need to protect the environmental and landscape character of the area.",other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"REGIONALSTRATEGYPLAN - SCHEDULEONE-STATEPLANNINGPOLICY 4.9 Forested areas of significance for hardwood timber production, recreation, landscape quality, conservation and water catchment, and which require careful management tomaintaintheirvalueforthosepurposes.",component
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"Am 56 CA 8K, Belgrave-Hallam Road/Engelke Road, Belgrave South, may 5.10 subject to the grant of a permit, be subdivided into a maximum of 2 lots, 5.17 provided not more than one house is erected or retained on each lot.",permit_related
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Emerald Monbulk Rd Amendment no.,other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"4.8 Areas that have been inappropriately subdivided in the Policy Area, and that haveapotential fordetriment ifdevelopedinpresent form.",other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Gazettal Authority Approval Details Policies Date Reference Date Affected from CA's 65E and 65D Ellis Rd Toolangi Amendment no.,authority
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"EXTRACTIVE INDUSTRY, MINING & SOIL REMOVAL 64 16.",other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,REGIONALSTRATEGYPLAN - TOWNSHIPPOLICYAREAS 3.,other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"飩?The land is affected by Special Study Area or Restructure provisions and the subdivisionis inaccordancewiththerequirements ofthoseprovisions 飩?The subdivision is for a multi-dwelling, shop, office, factoryor other similar use, whichis inaccordancewithaplanningscheme.",other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,12.02 Primary Purpose The primary purpose of the Human Services Policy is to ensure that all current and future land use planning decisions are considered in relation to the impact they may have on the usage of existing human services and facilities and whether such decisions will necessitatetheprovisionofadditional services andfacilities.,other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"Outdoor social activities such as picnics and barbecues have maintained their traditional appeal, particularly for family groups and organisations.",other
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,REGIONALSTRATEGYPLAN - SCHEDULETHREESITESOFNATURALSIGNIF.,component
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"HenryStreetbushland,Woori Yallock RB NEW 28.",other
Using-Victorias-Planning-System.txt,"However, a certificate gives some certainty in interpreting a scheme, or in establishing the extent of existing use rights that predate the scheme.",other
Using-Victorias-Planning-System.txt,A certificate cannot be issued subject to conditions but it may include information setting out any requirements that the proposed use or development would need to meet in order to comply with the scheme.,other
Using-Victorias-Planning-System.txt,A title search should be undertaken to confirm the owner of the land.,other
Using-Victorias-Planning-System.txt,Such objections may not lead to rights to seek a review of a decision.,other
Using-Victorias-Planning-System.txt,......................................................................................,other
Using-Victorias-Planning-System.txt,"The prescribed format of an official warning does not provide for any scope to direct an offender to rectify a breach, to cease a non-compliant use and/or development or show cause why the responsible authority should not take further action.",authority
Using-Victorias-Planning-System.txt,Processing a claim 飦?Is the size of the claim such that it may be rejected under section 103 of the Planning and Environment Act 1987?,other
Using-Victorias-Planning-System.txt,"Therefore, a planning scheme does not apply to a 鈥楥ommonwealth place鈥?",other
Using-Victorias-Planning-System.txt,Commonwealth land is identified as 鈥楥A鈥?on planning scheme maps.,component
Using-Victorias-Planning-System.txt,"In an application under section 82 or 82B of the PE Act, the applicant for the permit may elect to have the proceeding entered into the Major Cases List at any time on payment of the relevant fee.",other
Using-Victorias-Planning-System.txt,"PEA ss 62(1)(b), (4), 62(6) The responsible authority must not include a condition that: 鈥?conflicts with any condition required by the planning scheme or a determining referral authority 鈥?is inconsistent with the Building Act 1993, and regulations under that Act or a relevant determination of the Building Appeals Board under the Building Act 鈥?requires a person to pay an amount for or provide works, services or facilities except in accordance with section 62(6).",authority
Using-Victorias-Planning-System.txt,Enforcement order proceedings are not designed to punish by way of a financial penalty.,other
Using-Victorias-Planning-System.txt,More information about giving evidence and cross-examination of witnesses is provided later in this chapter.,other
Using-Victorias-Planning-System.txt,PEA s 83(3) A recommending referral authority is a party to a proceeding for review if the authority is given notice of the application for review.,definition
Using-Victorias-Planning-System.txt,The PE Act does not specify what matters can be taken into account by the planning authority in deciding whether a person or body could be materially affected by an amendment and application under this division of the Act.,authority
Using-Victorias-Planning-System.txt,"PEA s 96B(1) Under section 96C of the PE Act, a planning authority cannot exempt itself from the requirement to give individual notice of an amendment where the number of owners and occupiers affected makes it impractical to do so.",authority
Using-Victorias-Planning-System.txt,LACA s 84A The Supreme Court and VCAT also have discretion to transfer a dispute to the other forum on the application of a party or by its own motion.,authority
Using-Victorias-Planning-System.txt,"CHAPTER 3 鈥?Planning Permits - Page | 81 Using Victoria鈥檚 Planning System The application should include all the information needed for the responsible authority to adequately consider it, including: 鈥?any potential environmental, social and economic impacts associated with the proposal 鈥?a description of how the proposal is consistent with the relevant state planning policies, the MPS, and the local sections of the PPF 鈥?a description of how the application responds to or is consistent with the purpose and particular requirements of the zone and overlay provisions, or other particular provisions that may apply to the application 鈥?a response to any relevant decision guidelines set out in the planning scheme which the responsible authority must consider in deciding the application 鈥?the written consent of the public land manager if the application relates to land in a public land zone.",authority
Using-Victorias-Planning-System.txt,"This means that, from the date of publication, the acquiring authority owns the land, even if compensation has not by then been assessed or paid.",authority
Using-Victorias-Planning-System.txt,"Whether the applicant or the responsible authority gives the notice, it is desirable to coordinate the timing of different forms of notice.",authority
Using-Victorias-Planning-System.txt,The applicant cannot apply to VCAT for a review of this initial decision.,authority
Using-Victorias-Planning-System.txt,..........................................................................................................................,other
Using-Victorias-Planning-System.txt,Section 125 of the PE Act allows an application to a court or VCAT for an injunction restraining any person from contravening an enforcement or interim enforcement order.,authority
Using-Victorias-Planning-System.txt,139 CHAPTER 3 鈥?Planning Permits - Page | 75 Using Victoria鈥檚 Planning System 3.1 Planning permits overview 3.1.1 What is a planning permit?,definition
Using-Victorias-Planning-System.txt,172 5.4.6 Questioning an expert witness ...............................................................................................................................,other
Using-Victorias-Planning-System.txt,.....................................................................................,other
Using-Victorias-Planning-System.txt,CHAPTER 5 鈥?Reviews - Page | 163 Using Victoria鈥檚 Planning System Referral authority PEA s 83(1) A determining referral authority is a party to a proceeding for refusal to grant a permit if it had objected to the grant of a permit or the permit application was refused because a condition required by the referral authority conflicted with a condition required by another referral authority.,definition
Using-Victorias-Planning-System.txt,7.6.2 Who may apply for cancellation or amendment?,other
Using-Victorias-Planning-System.txt,This would enable the hearing to proceed on the basis of the applicant鈥檚 鈥榩referred鈥?permit application or plans.,permit_related
Using-Victorias-Planning-System.txt,"Municipal council PEA ss 8A, 8B, 16F, 16I A council is a planning authority for any planning scheme in force in its municipal district and for an area adjoining its municipal district for which it is authorised by the Minister to prepare an amendment.",definition
Using-Victorias-Planning-System.txt,"LACA s 37 If no offer is made to a person entitled to compensation, that person may make a claim within two years after the date of acquisition.",other
Using-Victorias-Planning-System.txt,It cannot directly achieve a cessation of the act complained of (or rectification or reinstatement) unless the person who is prosecuted voluntarily does this in an attempt to lessen a penalty or agrees to do it as a condition of any bond imposed by way of penalty.,other
Using-Victorias-Planning-System.txt,81 The prescribed time for a responsible authority to decide on a request for consent or where a matter must be done to the satisfaction of a specified body (usually council) is 30 days.,authority
Using-Victorias-Planning-System.txt,Land identified for a public purpose in an infrastructure contributions plan is dealt with under Part 3AB of the PE Act.,other
Using-Victorias-Planning-System.txt,"The Heritage Overlay, for example, applies to heritage places of natural or cultural significance and describes the requirements that apply.",definition
Using-Victorias-Planning-System.txt,Section 87(1)(a) allows an application to VCAT to be made for cancellation or amendment of a permit if there has been a material mis-statement or concealment of fact in relation to the application.,permit_related
Using-Victorias-Planning-System.txt,See the Australia Post website for estimated delivery times.,other
Using-Victorias-Planning-System.txt,Can additional notice of an amendment and application be required?,other
Using-Victorias-Planning-System.txt,233 8.6.1 Mortgagee鈥檚 consent ....................................................................................................................................................,other
Using-Victorias-Planning-System.txt,PEA s 83AA It is common for a proceeding to involve more than one objector.,other
Using-Victorias-Planning-System.txt,"2.12.2 Ratification of a combined amendment and permit PEA ss 46AH(2), 46AZE(2) If a permit has been granted under section 96I of the PE Act in respect of an amendment that requires ratification, the Minister must cause a notice of the grant of the permit to be laid before each House of Parliament.",permit_related
Using-Victorias-Planning-System.txt,There is no ability to vary the zones or to introduce local zones.,component
Using-Victorias-Planning-System.txt,VCAT鈥榮 role in applications of this nature is to review whether or not the procedures set down in the PE Act have been correctly followed.,authority
Using-Victorias-Planning-System.txt,Setting the hearing date The Registrar sets the date of the hearing.,other
Using-Victorias-Planning-System.txt,Any responsible authority or other person contemplating taking such direct action should proceed with great caution and only on the basis of well-informed legal advice.,authority
Using-Victorias-Planning-System.txt,"The responsible authority is exempt from this requirement if: 鈥?the referral authority has already considered the proposal within the past three months and stated, in writing, that it does not object to the granting of a permit; or 鈥?in its opinion, the proposal satisfies requirements or conditions previously agreed in writing between the responsible authority and the referral authority; or 鈥?the application concerns an extractive industry work plan or variation to a work plan and the work plan (or variation) was given to an authority under section 77TE of the Mineral Resources (Sustainable Development) Act 1990.",authority
Using-Victorias-Planning-System.txt,Advice on good practice is provided in Planning Practice Note 54 鈥?Managing Referrals and Notice Requirements.,other
Using-Victorias-Planning-System.txt,"As long as the planning documents are used for the purpose of the public planning process, including relevant community consultation, no breach of copyright will occur.",other
Using-Victorias-Planning-System.txt,A panel may inform itself in any way it thinks fit without notice to any person who has made a submission.,other
Using-Victorias-Planning-System.txt,"PEA s 52 There is no right of review by VCAT in relation to notice requirements under sections 52(1) (a), (b) and (c), which relate to giving notice to owners and occupiers of adjoining land, to a council, or to any person to whom the planning scheme requires notice be given.",authority
Using-Victorias-Planning-System.txt,"CHAPTER 3 鈥?Planning Permits - Page | 87 Using Victoria鈥檚 Planning System 3.2.7 Amending an application 鈥?before notice is given PEA s 50, 50A, 57A An applicant or a responsible authority with the agreement of the applicant may amend an application before notice is first given under section 52 of the PE Act.",authority
Using-Victorias-Planning-System.txt,"If the authority rejects the claim by the claimant, the claim becomes a disputed claim.",authority
Using-Victorias-Planning-System.txt,Responsible authority鈥檚 decision 4.,authority
Using-Victorias-Planning-System.txt,"After the levy has been paid, the SRO will issue a levy certificate which must be submitted to the responsible authority with the application.",authority
Using-Victorias-Planning-System.txt,The council must issue a statement of compliance as soon as the applicant has provided all the prescribed information and has satisfied all requirements under the planning system and the Subdivision Act 1988.,authority
Using-Victorias-Planning-System.txt,"Under sections 19(1)(a) and (b) of the PE Act, a planning authority must form an opinion on whether or not the proposed amendment materially affects a specified person or body, and what notice should be given.",authority
Using-Victorias-Planning-System.txt,119 3.7 Cancellation or amendment of a permit by VCAT .....................................................................,other
Using-Victorias-Planning-System.txt,A note should be included at the end of the permit indicating the nature and date of the correction.,permit_related
Using-Victorias-Planning-System.txt,"However, should there be a query about notification procedures, the applicant will need to be able to demonstrate to the responsible authority, and possibly to VCAT, that the required notices were given on a particular date.",authority
Using-Victorias-Planning-System.txt,PEA s 96C(1)(f) 鈥?Notice to the owners and occupiers of land adjoining the site to which the permit application applies unless the planning authority is satisfied that the grant of a permit would not cause material detriment to any person.,authority
document_name,sentence,label
Using-Victorias-Planning-System.pdf,"A planning scheme is a statutory document that sets out objectives, policies and provisions for the use, development and protection of land.",definition
Using-Victorias-Planning-System.pdf,A zone identifies land for particular uses and controls how land may be used or developed.,definition
Using-Victorias-Planning-System.pdf,"An overlay applies additional controls to land for specific issues such as heritage, vegetation or flooding.",definition
Using-Victorias-Planning-System.pdf,A planning permit is a legal approval that may be required before a use or development can proceed.,definition
Using-Victorias-Planning-System.pdf,The responsible authority is the body that decides a planning permit application and administers planning controls.,definition
Using-Victorias-Planning-System.pdf,A planning authority is the body that prepares or amends a planning scheme.,definition
Using-Victorias-Planning-System.pdf,"A schedule adds local detail or specific requirements to a zone, overlay or other planning provision.",definition
Using-Victorias-Planning-System.pdf,A recommending referral authority is a referral authority that gives advice or recommendations on an application.,definition
Using-Victorias-Planning-System.pdf,A determining referral authority is a referral authority that can direct refusal or require conditions on a permit.,definition
Using-Victorias-Planning-System.pdf,The Heritage Overlay is a planning control that applies to places of natural or cultural heritage significance.,definition
